s1,s2,s3,s4,s5,total,obtained,percentage,grade
83,95,94,95,92,500,459,91.8,A+
89,85,87,90,94,500,445,89.0,A
95,83,99,91,87,500,455,91.0,A+
99,86,85,85,88,500,443,88.6,A
92,88,90,98,82,500,450,90.0,F
82,99,99,81,92,500,453,90.60000000000001,A+
93,85,99,84,85,500,446,89.2,A
88,82,84,95,86,500,435,87.0,A
82,96,84,97,81,500,440,88.0,A
91,86,86,91,93,500,447,89.4,A
81,90,98,91,84,500,444,88.8,A
84,95,86,89,86,500,440,88.0,A
86,87,98,98,84,500,453,90.60000000000001,A+
89,92,89,90,80,500,440,88.0,A
80,88,99,86,83,500,436,87.2,A
86,94,81,81,91,500,433,86.6,A
90,88,89,81,96,500,444,88.8,A
86,97,92,95,93,500,463,92.60000000000001,A+
94,92,80,86,82,500,434,86.8,A
95,85,83,89,95,500,447,89.4,A
81,81,82,92,84,500,420,84.0,A
82,84,93,96,86,500,441,88.2,A
81,95,80,87,90,500,433,86.6,A
90,83,83,82,87,500,425,85.0,A
89,84,90,92,80,500,435,87.0,A
95,97,81,94,84,500,451,90.2,A+
85,86,98,93,89,500,451,90.2,A+
94,88,90,89,85,500,446,89.2,A
80,81,94,90,82,500,427,85.39999999999999,A
90,93,83,94,82,500,442,88.4,A
81,81,98,98,80,500,438,87.6,A
88,89,89,81,85,500,432,86.4,A
84,95,82,80,89,500,430,86.0,A
97,92,95,93,80,500,457,91.4,A+
83,92,90,81,99,500,445,89.0,A
89,81,93,85,97,500,445,89.0,A
80,89,93,90,82,500,434,86.8,A
81,89,85,98,88,500,441,88.2,A
86,95,87,97,97,500,462,92.4,A+
92,88,90,83,96,500,449,89.8,A
94,86,96,98,98,500,472,94.39999999999999,A+
98,91,83,96,98,500,466,93.2,A+
88,82,90,99,82,500,441,88.2,A
87,92,94,80,88,500,441,88.2,A
82,89,85,97,87,500,440,88.0,A
90,99,80,82,95,500,446,89.2,A
90,89,87,86,83,500,435,87.0,A
84,94,85,83,81,500,427,85.39999999999999,A
90,87,91,82,91,500,441,88.2,A
81,80,88,88,92,500,429,85.8,A
94,99,95,81,85,500,454,90.8,A+
80,81,81,82,96,500,420,84.0,A
96,81,93,92,91,500,453,90.60000000000001,A+
88,95,81,86,87,500,437,87.4,A
91,87,96,86,92,500,452,90.4,A+
85,80,83,82,90,500,420,84.0,A
84,82,85,95,91,500,437,87.4,A
87,84,84,97,83,500,435,87.0,A
96,80,91,87,83,500,437,87.4,A
91,85,80,98,86,500,440,88.0,A
97,89,93,95,85,500,459,91.8,A+
86,84,87,96,88,500,441,88.2,A
93,81,82,95,95,500,446,89.2,A
93,80,88,96,90,500,447,89.4,A
91,84,86,89,85,500,435,87.0,A
89,90,82,96,90,500,447,89.4,A
90,88,89,92,88,500,447,89.4,A
82,98,88,80,85,500,433,86.6,A
89,97,99,89,87,500,461,92.2,A+
98,95,82,83,95,500,453,90.60000000000001,A+
97,83,93,81,92,500,446,89.2,A
91,87,82,98,87,500,445,89.0,A
95,96,84,97,85,500,457,91.4,A+
86,93,96,91,81,500,447,89.4,A
83,97,84,99,94,500,457,91.4,A+
97,88,96,96,89,500,466,93.2,A+
86,80,82,91,93,500,432,86.4,A
89,81,81,88,91,500,430,86.0,A
86,94,97,89,85,500,451,90.2,A+
84,95,86,93,98,500,456,91.2,A+
88,96,97,82,88,500,451,90.2,A+
93,89,95,84,93,500,454,90.8,A+
89,88,85,83,92,500,437,87.4,A
82,80,85,90,88,500,425,85.0,A
93,89,97,81,93,500,453,90.60000000000001,A+
82,94,88,82,84,500,430,86.0,A
80,89,87,83,82,500,421,84.2,A
99,98,89,88,81,500,455,91.0,A+
99,96,91,97,99,500,482,96.39999999999999,A+
84,96,99,88,97,500,464,92.80000000000001,A+
80,85,99,86,84,500,434,86.8,A
98,88,92,80,89,500,447,89.4,A
85,80,98,97,98,500,458,91.60000000000001,A+
98,99,94,82,84,500,457,91.4,A+
99,99,99,91,87,500,475,95.0,A+
86,95,90,92,81,500,444,88.8,A
84,83,95,89,96,500,447,89.4,A
82,85,84,90,92,500,433,86.6,A
81,82,96,94,97,500,450,90.0,F
88,85,87,82,86,500,428,85.6,A
88,97,85,99,96,500,465,93.0,A+
92,80,85,82,97,500,436,87.2,A
84,88,84,94,85,500,435,87.0,A
96,87,96,99,90,500,468,93.60000000000001,A+
97,93,89,92,87,500,458,91.60000000000001,A+
80,96,89,99,80,500,444,88.8,A
87,98,94,86,82,500,447,89.4,A
99,94,92,97,91,500,473,94.6,A+
84,90,81,81,95,500,431,86.2,A
93,86,90,95,97,500,461,92.2,A+
80,84,87,95,85,500,431,86.2,A
94,84,81,94,92,500,445,89.0,A
81,97,83,98,95,500,454,90.8,A+
88,82,94,89,96,500,449,89.8,A
90,98,83,92,81,500,444,88.8,A
80,88,82,91,91,500,432,86.4,A
88,96,90,98,89,500,461,92.2,A+
87,84,92,95,84,500,442,88.4,A
86,96,82,96,84,500,444,88.8,A
83,88,85,95,86,500,437,87.4,A
97,87,98,81,95,500,458,91.60000000000001,A+
85,91,88,81,94,500,439,87.8,A
85,89,93,90,87,500,444,88.8,A
84,80,84,80,99,500,427,85.39999999999999,A
94,84,98,92,99,500,467,93.4,A+
97,86,81,91,97,500,452,90.4,A+
85,91,92,96,93,500,457,91.4,A+
95,92,84,89,81,500,441,88.2,A
93,82,81,93,80,500,429,85.8,A
83,97,89,87,95,500,451,90.2,A+
98,91,88,92,91,500,460,92.0,A+
89,98,83,99,84,500,453,90.60000000000001,A+
89,95,86,88,91,500,449,89.8,A
91,98,83,91,99,500,462,92.4,A+
97,89,91,80,89,500,446,89.2,A
86,82,80,93,95,500,436,87.2,A
99,81,83,95,86,500,444,88.8,A
83,91,91,99,96,500,460,92.0,A+
94,90,94,83,83,500,444,88.8,A
81,80,97,89,86,500,433,86.6,A
85,91,95,85,98,500,454,90.8,A+
87,95,85,92,90,500,449,89.8,A
95,80,84,96,88,500,443,88.6,A
86,96,86,93,95,500,456,91.2,A+
87,98,96,87,99,500,467,93.4,A+
92,85,91,89,81,500,438,87.6,A
94,89,94,85,87,500,449,89.8,A
87,84,84,92,80,500,427,85.39999999999999,A
90,99,86,92,97,500,464,92.80000000000001,A+
96,91,95,83,92,500,457,91.4,A+
89,96,95,90,89,500,459,91.8,A+
82,81,86,80,83,500,412,82.39999999999999,A
98,90,93,95,81,500,457,91.4,A+
88,94,99,84,87,500,452,90.4,A+
88,99,89,81,94,500,451,90.2,A+
85,82,93,85,85,500,430,86.0,A
97,84,91,86,86,500,444,88.8,A
91,92,82,85,93,500,443,88.6,A
83,83,96,96,86,500,444,88.8,A
82,80,95,93,93,500,443,88.6,A
92,80,91,93,84,500,440,88.0,A
97,90,99,95,94,500,475,95.0,A+
82,89,88,91,98,500,448,89.60000000000001,A
84,94,88,92,95,500,453,90.60000000000001,A+
87,91,84,80,97,500,439,87.8,A
91,82,86,93,87,500,439,87.8,A
93,80,95,86,97,500,451,90.2,A+
92,99,97,90,80,500,458,91.60000000000001,A+
85,89,85,90,82,500,431,86.2,A
98,80,86,84,99,500,447,89.4,A
84,81,94,82,89,500,430,86.0,A
94,85,94,95,90,500,458,91.60000000000001,A+
80,81,82,93,83,500,419,83.8,A
85,91,95,86,94,500,451,90.2,A+
91,86,99,91,89,500,456,91.2,A+
87,80,86,93,81,500,427,85.39999999999999,A
87,87,88,85,90,500,437,87.4,A
87,81,80,90,81,500,419,83.8,A
94,82,85,87,91,500,439,87.8,A
90,89,89,90,83,500,441,88.2,A
89,89,95,80,99,500,452,90.4,A+
83,87,82,93,89,500,434,86.8,A
84,99,98,86,96,500,463,92.60000000000001,A+
82,97,81,98,87,500,445,89.0,A
82,90,94,88,93,500,447,89.4,A
81,89,85,89,92,500,436,87.2,A
99,87,85,87,84,500,442,88.4,A
99,96,94,99,80,500,468,93.60000000000001,A+
99,94,96,93,83,500,465,93.0,A+
89,95,91,84,86,500,445,89.0,A
90,84,89,81,82,500,426,85.2,A
96,89,90,97,99,500,471,94.19999999999999,A+
87,82,96,95,87,500,447,89.4,A
81,91,82,97,98,500,449,89.8,A
91,92,88,96,97,500,464,92.80000000000001,A+
82,85,84,98,90,500,439,87.8,A
94,94,88,81,87,500,444,88.8,A
99,90,93,85,86,500,453,90.60000000000001,A+
92,96,96,81,92,500,457,91.4,A+
85,87,93,85,94,500,444,88.8,A
97,80,80,87,85,500,429,85.8,A
88,99,84,88,94,500,453,90.60000000000001,A+
92,95,95,88,83,500,453,90.60000000000001,A+
91,98,83,97,90,500,459,91.8,A+
80,96,80,87,97,500,440,88.0,A
99,98,91,86,90,500,464,92.80000000000001,A+
92,81,83,81,90,500,427,85.39999999999999,A
99,97,90,98,98,500,482,96.39999999999999,A+
80,97,99,97,92,500,465,93.0,A+
97,89,94,84,99,500,463,92.60000000000001,A+
95,80,81,82,84,500,422,84.39999999999999,A
88,99,95,82,96,500,460,92.0,A+
93,99,88,94,94,500,468,93.60000000000001,A+
88,88,91,81,97,500,445,89.0,A
83,98,96,88,91,500,456,91.2,A+
96,91,99,88,87,500,461,92.2,A+
93,86,99,92,86,500,456,91.2,A+
81,97,91,82,91,500,442,88.4,A
95,88,81,84,89,500,437,87.4,A
94,83,89,99,94,500,459,91.8,A+
84,97,85,82,96,500,444,88.8,A
92,94,87,84,90,500,447,89.4,A
84,98,89,98,88,500,457,91.4,A+
99,89,88,99,98,500,473,94.6,A+
81,98,86,82,83,500,430,86.0,A
98,85,82,95,94,500,454,90.8,A+
99,80,88,96,92,500,455,91.0,A+
81,95,96,92,81,500,445,89.0,A
92,80,85,96,99,500,452,90.4,A+
87,98,94,89,95,500,463,92.60000000000001,A+
90,92,96,96,81,500,455,91.0,A+
97,89,92,82,98,500,458,91.60000000000001,A+
84,81,95,90,89,500,439,87.8,A
88,87,85,89,97,500,446,89.2,A
98,96,80,91,90,500,455,91.0,A+
80,82,89,95,80,500,426,85.2,A
82,99,91,84,98,500,454,90.8,A+
93,86,89,82,97,500,447,89.4,A
86,85,97,89,90,500,447,89.4,A
93,85,89,80,86,500,433,86.6,A
92,81,98,92,96,500,459,91.8,A+
92,95,86,97,93,500,463,92.60000000000001,A+
83,92,86,97,89,500,447,89.4,A
87,95,89,86,97,500,454,90.8,A+
81,90,89,96,92,500,448,89.60000000000001,A
94,84,86,94,96,500,454,90.8,A+
96,84,93,89,80,500,442,88.4,A
84,80,94,88,85,500,431,86.2,A
84,98,87,94,88,500,451,90.2,A+
95,90,82,89,82,500,438,87.6,A
86,88,99,85,89,500,447,89.4,A
91,88,82,83,90,500,434,86.8,A
84,94,97,87,96,500,458,91.60000000000001,A+
93,99,84,85,83,500,444,88.8,A
80,80,87,84,94,500,425,85.0,A
85,94,97,88,90,500,454,90.8,A+
99,81,90,96,91,500,457,91.4,A+
91,88,94,92,82,500,447,89.4,A
97,81,95,93,91,500,457,91.4,A+
93,93,85,85,86,500,442,88.4,A
96,98,98,84,82,500,458,91.60000000000001,A+
92,93,97,82,85,500,449,89.8,A
80,91,90,99,80,500,440,88.0,A
93,81,84,87,81,500,426,85.2,A
84,86,91,90,90,500,441,88.2,A
82,98,87,83,92,500,442,88.4,A
95,94,83,86,80,500,438,87.6,A
95,81,81,89,85,500,431,86.2,A
89,88,91,80,89,500,437,87.4,A
83,89,80,95,95,500,442,88.4,A
85,85,89,84,89,500,432,86.4,A
85,96,86,97,89,500,453,90.60000000000001,A+
87,88,82,87,93,500,437,87.4,A
86,91,98,91,94,500,460,92.0,A+
85,95,89,86,91,500,446,89.2,A
86,88,84,95,83,500,436,87.2,A
92,83,93,83,99,500,450,90.0,F
85,98,95,87,99,500,464,92.80000000000001,A+
86,91,83,84,92,500,436,87.2,A
92,98,95,87,92,500,464,92.80000000000001,A+
96,81,93,97,84,500,451,90.2,A+
89,94,96,80,93,500,452,90.4,A+
83,91,99,95,88,500,456,91.2,A+
99,86,83,86,93,500,447,89.4,A
97,93,94,95,91,500,470,94.0,A+
87,85,97,88,94,500,451,90.2,A+
93,95,83,98,83,500,452,90.4,A+
86,87,85,96,81,500,435,87.0,A
91,81,86,87,81,500,426,85.2,A
95,84,99,81,86,500,445,89.0,A
85,86,92,82,95,500,440,88.0,A
92,89,91,92,93,500,457,91.4,A+
90,96,91,89,91,500,457,91.4,A+
95,98,82,84,98,500,457,91.4,A+
90,90,98,85,92,500,455,91.0,A+
84,83,92,92,96,500,447,89.4,A
82,84,83,82,99,500,430,86.0,A
82,89,82,92,80,500,425,85.0,A
83,92,87,80,89,500,431,86.2,A
87,99,96,92,90,500,464,92.80000000000001,A+
84,87,97,80,86,500,434,86.8,A
89,85,91,83,83,500,431,86.2,A
96,98,99,86,99,500,478,95.6,A+
84,93,85,80,97,500,439,87.8,A
96,83,94,90,92,500,455,91.0,A+
86,90,90,97,90,500,453,90.60000000000001,A+
97,88,99,95,84,500,463,92.60000000000001,A+
89,99,98,85,90,500,461,92.2,A+
99,92,96,90,98,500,475,95.0,A+
83,95,90,94,93,500,455,91.0,A+
97,86,82,98,87,500,450,90.0,F
93,88,80,97,91,500,449,89.8,A
94,88,83,89,97,500,451,90.2,A+
81,96,88,82,85,500,432,86.4,A
99,80,96,97,94,500,466,93.2,A+
95,94,95,97,87,500,468,93.60000000000001,A+
93,91,99,84,91,500,458,91.60000000000001,A+
91,93,91,88,83,500,446,89.2,A
83,83,89,85,81,500,421,84.2,A
80,89,91,95,85,500,440,88.0,A
98,80,95,87,98,500,458,91.60000000000001,A+
86,89,93,81,88,500,437,87.4,A
90,90,81,92,82,500,435,87.0,A
98,87,81,96,81,500,443,88.6,A
91,85,85,99,86,500,446,89.2,A
96,84,91,95,89,500,455,91.0,A+
99,95,82,96,88,500,460,92.0,A+
89,99,88,84,82,500,442,88.4,A
84,83,82,84,99,500,432,86.4,A
81,87,86,91,99,500,444,88.8,A
84,80,88,95,94,500,441,88.2,A
82,97,83,89,90,500,441,88.2,A
93,97,80,85,96,500,451,90.2,A+
95,90,87,88,81,500,441,88.2,A
90,82,84,95,80,500,431,86.2,A
98,89,93,97,83,500,460,92.0,A+
99,93,87,99,86,500,464,92.80000000000001,A+
96,84,85,99,81,500,445,89.0,A
95,87,84,91,82,500,439,87.8,A
98,86,80,98,87,500,449,89.8,A
87,91,96,88,88,500,450,90.0,F
95,91,86,85,83,500,440,88.0,A
92,96,97,89,86,500,460,92.0,A+
95,97,81,84,88,500,445,89.0,A
81,85,91,93,85,500,435,87.0,A
89,85,91,89,92,500,446,89.2,A
82,87,90,92,84,500,435,87.0,A
97,92,84,80,84,500,437,87.4,A
89,81,81,82,82,500,415,83.0,A
93,80,85,80,89,500,427,85.39999999999999,A
95,99,97,89,92,500,472,94.39999999999999,A+
96,89,99,91,97,500,472,94.39999999999999,A+
83,96,86,91,86,500,442,88.4,A
96,89,89,95,84,500,453,90.60000000000001,A+
97,95,96,97,83,500,468,93.60000000000001,A+
97,97,84,82,84,500,444,88.8,A
95,98,95,80,89,500,457,91.4,A+
89,83,82,98,82,500,434,86.8,A
80,83,88,87,89,500,427,85.39999999999999,A
85,94,87,93,96,500,455,91.0,A+
88,97,90,81,95,500,451,90.2,A+
94,81,98,88,82,500,443,88.6,A
96,93,91,80,98,500,458,91.60000000000001,A+
87,94,87,81,91,500,440,88.0,A
84,97,96,86,98,500,461,92.2,A+
99,85,98,82,96,500,460,92.0,A+
95,99,91,81,84,500,450,90.0,F
98,83,97,92,94,500,464,92.80000000000001,A+
82,93,84,98,83,500,440,88.0,A
82,97,80,99,93,500,451,90.2,A+
84,98,85,96,93,500,456,91.2,A+
88,95,91,85,89,500,448,89.60000000000001,A
92,94,82,98,93,500,459,91.8,A+
97,94,98,95,94,500,478,95.6,A+
90,93,98,81,85,500,447,89.4,A
91,84,96,81,99,500,451,90.2,A+
83,83,90,91,91,500,438,87.6,A
82,92,93,96,85,500,448,89.60000000000001,A
98,95,94,82,87,500,456,91.2,A+
97,82,97,88,87,500,451,90.2,A+
95,88,81,95,89,500,448,89.60000000000001,A
91,95,94,93,91,500,464,92.80000000000001,A+
96,89,98,90,83,500,456,91.2,A+
91,84,88,86,83,500,432,86.4,A
81,94,87,96,82,500,440,88.0,A
91,92,91,93,94,500,461,92.2,A+
94,91,86,82,96,500,449,89.8,A
81,80,96,98,98,500,453,90.60000000000001,A+
89,86,96,94,88,500,453,90.60000000000001,A+
97,93,80,94,99,500,463,92.60000000000001,A+
94,81,83,96,93,500,447,89.4,A
96,94,84,90,97,500,461,92.2,A+
84,85,86,92,88,500,435,87.0,A
83,89,82,90,81,500,425,85.0,A
99,93,95,95,86,500,468,93.60000000000001,A+
97,82,81,91,95,500,446,89.2,A
91,91,94,92,98,500,466,93.2,A+
99,94,95,86,88,500,462,92.4,A+
94,96,81,95,94,500,460,92.0,A+
86,91,87,89,90,500,443,88.6,A
86,97,91,83,97,500,454,90.8,A+
89,83,97,81,83,500,433,86.6,A
96,86,81,83,87,500,433,86.6,A
87,94,94,83,89,500,447,89.4,A
94,89,92,88,86,500,449,89.8,A
92,83,98,95,94,500,462,92.4,A+
90,98,98,82,82,500,450,90.0,F
97,84,97,93,85,500,456,91.2,A+
90,81,88,87,90,500,436,87.2,A
98,95,97,96,82,500,468,93.60000000000001,A+
93,95,98,89,87,500,462,92.4,A+
86,90,91,83,94,500,444,88.8,A
86,93,81,92,87,500,439,87.8,A
80,87,82,83,94,500,426,85.2,A
83,86,90,91,91,500,441,88.2,A
84,88,81,80,85,500,418,83.6,A
82,91,83,90,84,500,430,86.0,A
81,88,83,91,98,500,441,88.2,A
93,89,83,86,84,500,435,87.0,A
82,80,97,92,85,500,436,87.2,A
80,93,96,81,92,500,442,88.4,A
89,96,94,98,97,500,474,94.8,A+
83,82,88,80,97,500,430,86.0,A
83,99,85,96,87,500,450,90.0,F
96,91,87,89,98,500,461,92.2,A+
80,86,82,81,93,500,422,84.39999999999999,A
83,81,89,88,82,500,423,84.6,A
95,83,97,96,99,500,470,94.0,A+
85,83,89,88,81,500,426,85.2,A
86,93,92,96,92,500,459,91.8,A+
88,88,88,96,93,500,453,90.60000000000001,A+
85,84,89,88,85,500,431,86.2,A
81,97,90,91,84,500,443,88.6,A
85,95,96,95,83,500,454,90.8,A+
93,84,87,98,95,500,457,91.4,A+
93,80,96,87,80,500,436,87.2,A
81,94,83,81,88,500,427,85.39999999999999,A
95,86,86,91,92,500,450,90.0,F
88,87,80,82,97,500,434,86.8,A
99,89,84,81,97,500,450,90.0,F
93,91,89,86,85,500,444,88.8,A
97,80,86,89,82,500,434,86.8,A
99,97,88,84,83,500,451,90.2,A+
94,80,94,85,91,500,444,88.8,A
80,86,97,98,82,500,443,88.6,A
85,99,85,89,86,500,444,88.8,A
83,98,91,86,89,500,447,89.4,A
87,86,85,85,96,500,439,87.8,A
90,80,80,91,99,500,440,88.0,A
97,96,95,98,81,500,467,93.4,A+
99,98,94,94,81,500,466,93.2,A+
84,97,92,83,95,500,451,90.2,A+
91,88,92,95,89,500,455,91.0,A+
93,99,85,93,88,500,458,91.60000000000001,A+
82,81,98,87,97,500,445,89.0,A
87,95,95,91,97,500,465,93.0,A+
91,83,92,87,95,500,448,89.60000000000001,A
86,90,89,96,94,500,455,91.0,A+
82,81,88,89,94,500,434,86.8,A
83,81,82,86,97,500,429,85.8,A
96,99,81,95,80,500,451,90.2,A+
82,93,86,89,96,500,446,89.2,A
81,93,86,92,93,500,445,89.0,A
82,98,85,90,96,500,451,90.2,A+
87,83,93,94,94,500,451,90.2,A+
90,89,99,81,85,500,444,88.8,A
99,82,85,84,98,500,448,89.60000000000001,A
88,83,86,97,90,500,444,88.8,A
87,98,84,86,94,500,449,89.8,A
99,97,97,84,92,500,469,93.8,A+
96,83,86,95,96,500,456,91.2,A+
87,86,96,83,80,500,432,86.4,A
92,88,99,91,80,500,450,90.0,F
90,95,80,99,80,500,444,88.8,A
80,81,93,88,99,500,441,88.2,A
89,80,90,83,84,500,426,85.2,A
90,94,85,96,96,500,461,92.2,A+
88,82,80,97,84,500,431,86.2,A
84,90,82,82,80,500,418,83.6,A
94,93,93,92,87,500,459,91.8,A+
89,86,96,90,91,500,452,90.4,A+
83,88,90,93,82,500,436,87.2,A
93,80,84,93,95,500,445,89.0,A
80,90,87,90,82,500,429,85.8,A
97,95,96,92,91,500,471,94.19999999999999,A+
99,99,85,81,95,500,459,91.8,A+
82,92,96,86,99,500,455,91.0,A+
81,92,88,90,84,500,435,87.0,A
97,93,96,92,94,500,472,94.39999999999999,A+
82,97,80,82,91,500,432,86.4,A
98,93,80,94,80,500,445,89.0,A
90,99,94,91,95,500,469,93.8,A+
92,82,81,86,91,500,432,86.4,A
91,90,99,88,93,500,461,92.2,A+
96,88,83,92,92,500,451,90.2,A+
80,86,93,84,94,500,437,87.4,A
98,86,97,91,90,500,462,92.4,A+
82,97,94,88,95,500,456,91.2,A+
94,86,99,93,99,500,471,94.19999999999999,A+
99,93,97,92,89,500,470,94.0,A+
90,88,89,85,99,500,451,90.2,A+
86,94,80,95,84,500,439,87.8,A
90,90,99,94,84,500,457,91.4,A+
98,85,89,88,91,500,451,90.2,A+
85,92,99,97,89,500,462,92.4,A+
98,82,85,93,82,500,440,88.0,A
98,98,90,89,88,500,463,92.60000000000001,A+
96,85,84,82,92,500,439,87.8,A
86,99,87,91,82,500,445,89.0,A
84,86,97,97,89,500,453,90.60000000000001,A+
88,84,87,85,87,500,431,86.2,A
81,97,88,86,89,500,441,88.2,A
85,97,92,96,85,500,455,91.0,A+
94,90,91,82,91,500,448,89.60000000000001,A
85,84,91,91,90,500,441,88.2,A
82,84,90,97,83,500,436,87.2,A
93,84,90,88,83,500,438,87.6,A
99,87,98,83,98,500,465,93.0,A+
89,88,98,95,94,500,464,92.80000000000001,A+
98,88,98,80,90,500,454,90.8,A+
95,95,92,85,84,500,451,90.2,A+
90,85,80,87,98,500,440,88.0,A
97,80,90,84,80,500,431,86.2,A
87,93,89,92,89,500,450,90.0,F
89,96,96,81,83,500,445,89.0,A
82,80,98,83,84,500,427,85.39999999999999,A
88,85,84,94,93,500,444,88.8,A
81,93,93,98,92,500,457,91.4,A+
89,81,94,83,81,500,428,85.6,A
91,81,95,97,95,500,459,91.8,A+
96,81,81,83,85,500,426,85.2,A
92,80,80,98,88,500,438,87.6,A
80,90,89,93,83,500,435,87.0,A
94,93,91,92,99,500,469,93.8,A+
94,99,83,81,80,500,437,87.4,A
81,93,94,81,83,500,432,86.4,A
88,89,85,94,88,500,444,88.8,A
88,97,86,93,96,500,460,92.0,A+
80,88,90,87,86,500,431,86.2,A
84,81,91,80,99,500,435,87.0,A
99,98,89,99,91,500,476,95.19999999999999,A+
86,83,93,95,97,500,454,90.8,A+
89,80,81,93,97,500,440,88.0,A
86,95,93,89,86,500,449,89.8,A
81,82,86,92,91,500,432,86.4,A
90,89,80,91,99,500,449,89.8,A
80,83,95,92,90,500,440,88.0,A
84,83,99,94,98,500,458,91.60000000000001,A+
95,91,90,86,85,500,447,89.4,A
96,90,94,98,80,500,458,91.60000000000001,A+
90,81,93,93,83,500,440,88.0,A
98,94,80,91,96,500,459,91.8,A+
89,89,99,97,88,500,462,92.4,A+
90,80,89,97,82,500,438,87.6,A
89,87,99,93,86,500,454,90.8,A+
87,86,98,98,97,500,466,93.2,A+
90,96,80,90,88,500,444,88.8,A
91,93,97,92,96,500,469,93.8,A+
99,83,88,89,98,500,457,91.4,A+
92,83,94,91,88,500,448,89.60000000000001,A
86,81,91,94,92,500,444,88.8,A
85,95,91,91,97,500,459,91.8,A+
86,96,90,89,83,500,444,88.8,A
86,86,98,81,81,500,432,86.4,A
95,87,99,82,93,500,456,91.2,A+
90,98,89,93,87,500,457,91.4,A+
88,87,83,92,88,500,438,87.6,A
93,98,98,84,84,500,457,91.4,A+
99,83,94,90,99,500,465,93.0,A+
85,85,93,81,80,500,424,84.8,A
91,95,88,88,83,500,445,89.0,A
96,80,99,87,87,500,449,89.8,A
86,96,97,84,92,500,455,91.0,A+
93,86,86,84,97,500,446,89.2,A
90,84,86,89,93,500,442,88.4,A
92,81,86,81,84,500,424,84.8,A
89,91,87,89,95,500,451,90.2,A+
92,89,91,84,93,500,449,89.8,A
81,81,96,83,94,500,435,87.0,A
85,99,93,83,83,500,443,88.6,A
87,90,85,82,94,500,438,87.6,A
85,94,90,89,90,500,448,89.60000000000001,A
83,85,83,84,95,500,430,86.0,A
87,99,98,82,95,500,461,92.2,A+
99,83,82,81,81,500,426,85.2,A
93,92,81,88,82,500,436,87.2,A
97,88,82,93,83,500,443,88.6,A
91,86,98,96,89,500,460,92.0,A+
86,95,83,87,99,500,450,90.0,F
85,96,81,85,96,500,443,88.6,A
95,90,82,91,87,500,445,89.0,A
88,85,94,81,98,500,446,89.2,A
83,95,91,84,97,500,450,90.0,F
96,87,92,85,98,500,458,91.60000000000001,A+
90,96,99,92,88,500,465,93.0,A+
92,80,90,90,93,500,445,89.0,A
89,84,98,95,84,500,450,90.0,F
93,81,92,87,93,500,446,89.2,A
98,92,84,81,85,500,440,88.0,A
80,86,87,89,89,500,431,86.2,A
80,84,90,91,86,500,431,86.2,A
85,81,82,97,87,500,432,86.4,A
90,90,85,83,84,500,432,86.4,A
82,86,97,81,90,500,436,87.2,A
95,97,83,94,95,500,464,92.80000000000001,A+
97,97,98,97,98,500,487,97.39999999999999,A+
92,92,86,87,93,500,450,90.0,F
99,99,99,98,96,500,491,98.2,A+
84,99,95,86,88,500,452,90.4,A+
91,86,92,81,85,500,435,87.0,A
81,99,99,91,91,500,461,92.2,A+
80,95,86,88,85,500,434,86.8,A
82,83,99,85,89,500,438,87.6,A
87,82,83,91,85,500,428,85.6,A
99,81,90,88,84,500,442,88.4,A
94,82,85,99,87,500,447,89.4,A
96,88,92,82,90,500,448,89.60000000000001,A
85,90,85,87,93,500,440,88.0,A
93,92,92,92,95,500,464,92.80000000000001,A+
86,90,98,82,87,500,443,88.6,A
81,93,96,94,91,500,455,91.0,A+
93,81,83,99,86,500,442,88.4,A
92,98,83,88,93,500,454,90.8,A+
93,91,86,96,91,500,457,91.4,A+
97,91,90,84,95,500,457,91.4,A+
85,87,82,80,89,500,423,84.6,A
94,86,91,96,93,500,460,92.0,A+
83,81,95,91,99,500,449,89.8,A
81,90,85,99,95,500,450,90.0,F
95,95,97,91,95,500,473,94.6,A+
87,86,80,84,83,500,420,84.0,A
93,87,99,80,90,500,449,89.8,A
80,83,82,87,86,500,418,83.6,A
92,97,98,94,83,500,464,92.80000000000001,A+
95,81,96,97,85,500,454,90.8,A+
89,82,92,85,84,500,432,86.4,A
83,99,91,82,91,500,446,89.2,A
84,94,85,88,85,500,436,87.2,A
87,93,85,93,82,500,440,88.0,A
83,80,93,89,91,500,436,87.2,A
81,96,88,98,84,500,447,89.4,A
96,81,95,83,98,500,453,90.60000000000001,A+
89,82,94,86,99,500,450,90.0,F
97,98,91,94,80,500,460,92.0,A+
94,98,95,95,93,500,475,95.0,A+
98,91,93,87,89,500,458,91.60000000000001,A+
82,84,80,97,85,500,428,85.6,A
82,81,85,94,95,500,437,87.4,A
80,92,93,80,81,500,426,85.2,A
96,91,85,88,84,500,444,88.8,A
92,81,88,88,83,500,432,86.4,A
94,94,82,88,89,500,447,89.4,A
86,96,89,92,81,500,444,88.8,A
93,88,82,97,88,500,448,89.60000000000001,A
94,96,84,89,81,500,444,88.8,A
96,96,97,99,92,500,480,96.0,A+
84,98,93,98,92,500,465,93.0,A+
81,86,95,91,82,500,435,87.0,A
83,84,89,88,89,500,433,86.6,A
99,86,81,93,99,500,458,91.60000000000001,A+
82,83,91,95,88,500,439,87.8,A
88,85,95,80,80,500,428,85.6,A
96,98,85,88,90,500,457,91.4,A+
95,88,86,97,86,500,452,90.4,A+
90,81,96,88,89,500,444,88.8,A
