s1,s2,s3,s4,s5,marks obtained,marks_obtained,total
99,97,90,98,98,482,482,500
80,97,99,97,92,465,465,500
97,89,94,84,99,463,463,500
95,80,81,82,84,422,422,500
88,99,95,82,96,460,460,500
93,99,88,94,94,468,468,500
88,88,91,81,97,445,445,500
83,98,96,88,91,456,456,500
96,91,99,88,87,461,461,500
93,86,99,92,86,456,456,500
81,97,91,82,91,442,442,500
95,88,81,84,89,437,437,500
94,83,89,99,94,459,459,500
84,97,85,82,96,444,444,500
92,94,87,84,90,447,447,500
84,98,89,98,88,457,457,500
99,89,88,99,98,473,473,500
81,98,86,82,83,430,430,500
98,85,82,95,94,454,454,500
99,80,88,96,92,455,455,500
81,95,96,92,81,445,445,500
92,80,85,96,99,452,452,500
87,98,94,89,95,463,463,500
90,92,96,96,81,455,455,500
97,89,92,82,98,458,458,500
84,81,95,90,89,439,439,500
88,87,85,89,97,446,446,500
98,96,80,91,90,455,455,500
80,82,89,95,80,426,426,500
82,99,91,84,98,454,454,500
93,86,89,82,97,447,447,500
86,85,97,89,90,447,447,500
93,85,89,80,86,433,433,500
92,81,98,92,96,459,459,500
92,95,86,97,93,463,463,500
83,92,86,97,89,447,447,500
87,95,89,86,97,454,454,500
81,90,89,96,92,448,448,500
94,84,86,94,96,454,454,500
96,84,93,89,80,442,442,500
84,80,94,88,85,431,431,500
84,98,87,94,88,451,451,500
95,90,82,89,82,438,438,500
86,88,99,85,89,447,447,500
91,88,82,83,90,434,434,500
84,94,97,87,96,458,458,500
93,99,84,85,83,444,444,500
80,80,87,84,94,425,425,500
85,94,97,88,90,454,454,500
99,81,90,96,91,457,457,500
91,88,94,92,82,447,447,500
97,81,95,93,91,457,457,500
93,93,85,85,86,442,442,500
96,98,98,84,82,458,458,500
92,93,97,82,85,449,449,500
80,91,90,99,80,440,440,500
93,81,84,87,81,426,426,500
84,86,91,90,90,441,441,500
82,98,87,83,92,442,442,500
95,94,83,86,80,438,438,500
95,81,81,89,85,431,431,500
89,88,91,80,89,437,437,500
83,89,80,95,95,442,442,500
85,85,89,84,89,432,432,500
85,96,86,97,89,453,453,500
87,88,82,87,93,437,437,500
86,91,98,91,94,460,460,500
85,95,89,86,91,446,446,500
86,88,84,95,83,436,436,500
92,83,93,83,99,450,450,500
85,98,95,87,99,464,464,500
86,91,83,84,92,436,436,500
92,98,95,87,92,464,464,500
96,81,93,97,84,451,451,500
89,94,96,80,93,452,452,500
83,91,99,95,88,456,456,500
99,86,83,86,93,447,447,500
97,93,94,95,91,470,470,500
87,85,97,88,94,451,451,500
93,95,83,98,83,452,452,500
86,87,85,96,81,435,435,500
91,81,86,87,81,426,426,500
95,84,99,81,86,445,445,500
85,86,92,82,95,440,440,500
92,89,91,92,93,457,457,500
90,96,91,89,91,457,457,500
95,98,82,84,98,457,457,500
90,90,98,85,92,455,455,500
84,83,92,92,96,447,447,500
82,84,83,82,99,430,430,500
82,89,82,92,80,425,425,500
83,92,87,80,89,431,431,500
87,99,96,92,90,464,464,500
84,87,97,80,86,434,434,500
89,85,91,83,83,431,431,500
96,98,99,86,99,478,478,500
84,93,85,80,97,439,439,500
96,83,94,90,92,455,455,500
86,90,90,97,90,453,453,500
97,88,99,95,84,463,463,500
89,99,98,85,90,461,461,500
99,92,96,90,98,475,475,500
83,95,90,94,93,455,455,500
97,86,82,98,87,450,450,500
93,88,80,97,91,449,449,500
94,88,83,89,97,451,451,500
81,96,88,82,85,432,432,500
99,80,96,97,94,466,466,500
95,94,95,97,87,468,468,500
93,91,99,84,91,458,458,500
91,93,91,88,83,446,446,500
83,83,89,85,81,421,421,500
80,89,91,95,85,440,440,500
98,80,95,87,98,458,458,500
86,89,93,81,88,437,437,500
90,90,81,92,82,435,435,500
98,87,81,96,81,443,443,500
91,85,85,99,86,446,446,500
96,84,91,95,89,455,455,500
99,95,82,96,88,460,460,500
89,99,88,84,82,442,442,500
84,83,82,84,99,432,432,500
81,87,86,91,99,444,444,500
84,80,88,95,94,441,441,500
82,97,83,89,90,441,441,500
93,97,80,85,96,451,451,500
95,90,87,88,81,441,441,500
90,82,84,95,80,431,431,500
98,89,93,97,83,460,460,500
99,93,87,99,86,464,464,500
96,84,85,99,81,445,445,500
95,87,84,91,82,439,439,500
98,86,80,98,87,449,449,500
87,91,96,88,88,450,450,500
95,91,86,85,83,440,440,500
92,96,97,89,86,460,460,500
95,97,81,84,88,445,445,500
81,85,91,93,85,435,435,500
89,85,91,89,92,446,446,500
82,87,90,92,84,435,435,500
97,92,84,80,84,437,437,500
89,81,81,82,82,415,415,500
93,80,85,80,89,427,427,500
95,99,97,89,92,472,472,500
96,89,99,91,97,472,472,500
83,96,86,91,86,442,442,500
96,89,89,95,84,453,453,500
97,95,96,97,83,468,468,500
97,97,84,82,84,444,444,500
95,98,95,80,89,457,457,500
89,83,82,98,82,434,434,500
80,83,88,87,89,427,427,500
85,94,87,93,96,455,455,500
88,97,90,81,95,451,451,500
94,81,98,88,82,443,443,500
96,93,91,80,98,458,458,500
87,94,87,81,91,440,440,500
84,97,96,86,98,461,461,500
99,85,98,82,96,460,460,500
95,99,91,81,84,450,450,500
98,83,97,92,94,464,464,500
82,93,84,98,83,440,440,500
82,97,80,99,93,451,451,500
84,98,85,96,93,456,456,500
88,95,91,85,89,448,448,500
92,94,82,98,93,459,459,500
97,94,98,95,94,478,478,500
90,93,98,81,85,447,447,500
91,84,96,81,99,451,451,500
83,83,90,91,91,438,438,500
82,92,93,96,85,448,448,500
98,95,94,82,87,456,456,500
97,82,97,88,87,451,451,500
95,88,81,95,89,448,448,500
91,95,94,93,91,464,464,500
96,89,98,90,83,456,456,500
91,84,88,86,83,432,432,500
81,94,87,96,82,440,440,500
91,92,91,93,94,461,461,500
94,91,86,82,96,449,449,500
81,80,96,98,98,453,453,500
89,86,96,94,88,453,453,500
97,93,80,94,99,463,463,500
94,81,83,96,93,447,447,500
96,94,84,90,97,461,461,500
84,85,86,92,88,435,435,500
83,89,82,90,81,425,425,500
99,93,95,95,86,468,468,500
97,82,81,91,95,446,446,500
91,91,94,92,98,466,466,500
99,94,95,86,88,462,462,500
94,96,81,95,94,460,460,500
86,91,87,89,90,443,443,500
86,97,91,83,97,454,454,500
89,83,97,81,83,433,433,500
96,86,81,83,87,433,433,500
87,94,94,83,89,447,447,500
94,89,92,88,86,449,449,500
92,83,98,95,94,462,462,500
90,98,98,82,82,450,450,500
97,84,97,93,85,456,456,500
90,81,88,87,90,436,436,500
98,95,97,96,82,468,468,500
93,95,98,89,87,462,462,500
86,90,91,83,94,444,444,500
86,93,81,92,87,439,439,500
80,87,82,83,94,426,426,500
83,86,90,91,91,441,441,500
84,88,81,80,85,418,418,500
82,91,83,90,84,430,430,500
81,88,83,91,98,441,441,500
93,89,83,86,84,435,435,500
82,80,97,92,85,436,436,500
80,93,96,81,92,442,442,500
89,96,94,98,97,474,474,500
83,82,88,80,97,430,430,500
83,99,85,96,87,450,450,500
96,91,87,89,98,461,461,500
80,86,82,81,93,422,422,500
83,81,89,88,82,423,423,500
95,83,97,96,99,470,470,500
85,83,89,88,81,426,426,500
86,93,92,96,92,459,459,500
88,88,88,96,93,453,453,500
85,84,89,88,85,431,431,500
81,97,90,91,84,443,443,500
85,95,96,95,83,454,454,500
93,84,87,98,95,457,457,500
93,80,96,87,80,436,436,500
81,94,83,81,88,427,427,500
95,86,86,91,92,450,450,500
88,87,80,82,97,434,434,500
99,89,84,81,97,450,450,500
93,91,89,86,85,444,444,500
97,80,86,89,82,434,434,500
99,97,88,84,83,451,451,500
94,80,94,85,91,444,444,500
80,86,97,98,82,443,443,500
85,99,85,89,86,444,444,500
83,98,91,86,89,447,447,500
87,86,85,85,96,439,439,500
90,80,80,91,99,440,440,500
97,96,95,98,81,467,467,500
99,98,94,94,81,466,466,500
84,97,92,83,95,451,451,500
91,88,92,95,89,455,455,500
93,99,85,93,88,458,458,500
82,81,98,87,97,445,445,500
87,95,95,91,97,465,465,500
91,83,92,87,95,448,448,500
86,90,89,96,94,455,455,500
82,81,88,89,94,434,434,500
83,81,82,86,97,429,429,500
96,99,81,95,80,451,451,500
82,93,86,89,96,446,446,500
81,93,86,92,93,445,445,500
82,98,85,90,96,451,451,500
87,83,93,94,94,451,451,500
90,89,99,81,85,444,444,500
99,82,85,84,98,448,448,500
88,83,86,97,90,444,444,500
87,98,84,86,94,449,449,500
99,97,97,84,92,469,469,500
96,83,86,95,96,456,456,500
87,86,96,83,80,432,432,500
92,88,99,91,80,450,450,500
90,95,80,99,80,444,444,500
80,81,93,88,99,441,441,500
89,80,90,83,84,426,426,500
90,94,85,96,96,461,461,500
88,82,80,97,84,431,431,500
84,90,82,82,80,418,418,500
94,93,93,92,87,459,459,500
89,86,96,90,91,452,452,500
83,88,90,93,82,436,436,500
93,80,84,93,95,445,445,500
80,90,87,90,82,429,429,500
97,95,96,92,91,471,471,500
99,99,85,81,95,459,459,500
82,92,96,86,99,455,455,500
81,92,88,90,84,435,435,500
97,93,96,92,94,472,472,500
82,97,80,82,91,432,432,500
98,93,80,94,80,445,445,500
90,99,94,91,95,469,469,500
92,82,81,86,91,432,432,500
91,90,99,88,93,461,461,500
96,88,83,92,92,451,451,500
80,86,93,84,94,437,437,500
98,86,97,91,90,462,462,500
82,97,94,88,95,456,456,500
94,86,99,93,99,471,471,500
99,93,97,92,89,470,470,500
90,88,89,85,99,451,451,500
86,94,80,95,84,439,439,500
90,90,99,94,84,457,457,500
98,85,89,88,91,451,451,500
85,92,99,97,89,462,462,500
98,82,85,93,82,440,440,500
98,98,90,89,88,463,463,500
96,85,84,82,92,439,439,500
86,99,87,91,82,445,445,500
84,86,97,97,89,453,453,500
88,84,87,85,87,431,431,500
81,97,88,86,89,441,441,500
85,97,92,96,85,455,455,500
94,90,91,82,91,448,448,500
85,84,91,91,90,441,441,500
82,84,90,97,83,436,436,500
93,84,90,88,83,438,438,500
99,87,98,83,98,465,465,500
89,88,98,95,94,464,464,500
98,88,98,80,90,454,454,500
95,95,92,85,84,451,451,500
90,85,80,87,98,440,440,500
97,80,90,84,80,431,431,500
87,93,89,92,89,450,450,500
89,96,96,81,83,445,445,500
82,80,98,83,84,427,427,500
88,85,84,94,93,444,444,500
81,93,93,98,92,457,457,500
89,81,94,83,81,428,428,500
91,81,95,97,95,459,459,500
96,81,81,83,85,426,426,500
92,80,80,98,88,438,438,500
80,90,89,93,83,435,435,500
94,93,91,92,99,469,469,500
94,99,83,81,80,437,437,500
81,93,94,81,83,432,432,500
88,89,85,94,88,444,444,500
88,97,86,93,96,460,460,500
80,88,90,87,86,431,431,500
84,81,91,80,99,435,435,500
99,98,89,99,91,476,476,500
86,83,93,95,97,454,454,500
89,80,81,93,97,440,440,500
86,95,93,89,86,449,449,500
81,82,86,92,91,432,432,500
90,89,80,91,99,449,449,500
80,83,95,92,90,440,440,500
84,83,99,94,98,458,458,500
95,91,90,86,85,447,447,500
96,90,94,98,80,458,458,500
90,81,93,93,83,440,440,500
98,94,80,91,96,459,459,500
89,89,99,97,88,462,462,500
90,80,89,97,82,438,438,500
89,87,99,93,86,454,454,500
87,86,98,98,97,466,466,500
90,96,80,90,88,444,444,500
91,93,97,92,96,469,469,500
99,83,88,89,98,457,457,500
92,83,94,91,88,448,448,500
86,81,91,94,92,444,444,500
85,95,91,91,97,459,459,500
86,96,90,89,83,444,444,500
86,86,98,81,81,432,432,500
95,87,99,82,93,456,456,500
90,98,89,93,87,457,457,500
88,87,83,92,88,438,438,500
93,98,98,84,84,457,457,500
99,83,94,90,99,465,465,500
85,85,93,81,80,424,424,500
91,95,88,88,83,445,445,500
96,80,99,87,87,449,449,500
86,96,97,84,92,455,455,500
93,86,86,84,97,446,446,500
90,84,86,89,93,442,442,500
92,81,86,81,84,424,424,500
89,91,87,89,95,451,451,500
92,89,91,84,93,449,449,500
81,81,96,83,94,435,435,500
85,99,93,83,83,443,443,500
87,90,85,82,94,438,438,500
85,94,90,89,90,448,448,500
83,85,83,84,95,430,430,500
87,99,98,82,95,461,461,500
99,83,82,81,81,426,426,500
93,92,81,88,82,436,436,500
97,88,82,93,83,443,443,500
91,86,98,96,89,460,460,500
86,95,83,87,99,450,450,500
85,96,81,85,96,443,443,500
95,90,82,91,87,445,445,500
88,85,94,81,98,446,446,500
83,95,91,84,97,450,450,500
96,87,92,85,98,458,458,500
90,96,99,92,88,465,465,500
92,80,90,90,93,445,445,500
89,84,98,95,84,450,450,500
93,81,92,87,93,446,446,500
98,92,84,81,85,440,440,500
80,86,87,89,89,431,431,500
80,84,90,91,86,431,431,500
85,81,82,97,87,432,432,500
90,90,85,83,84,432,432,500
82,86,97,81,90,436,436,500
95,97,83,94,95,464,464,500
97,97,98,97,98,487,487,500
92,92,86,87,93,450,450,500
99,99,99,98,96,491,491,500
84,99,95,86,88,452,452,500
91,86,92,81,85,435,435,500
81,99,99,91,91,461,461,500
80,95,86,88,85,434,434,500
82,83,99,85,89,438,438,500
87,82,83,91,85,428,428,500
99,81,90,88,84,442,442,500
94,82,85,99,87,447,447,500
96,88,92,82,90,448,448,500
85,90,85,87,93,440,440,500
93,92,92,92,95,464,464,500
86,90,98,82,87,443,443,500
81,93,96,94,91,455,455,500
93,81,83,99,86,442,442,500
92,98,83,88,93,454,454,500
93,91,86,96,91,457,457,500
97,91,90,84,95,457,457,500
85,87,82,80,89,423,423,500
94,86,91,96,93,460,460,500
83,81,95,91,99,449,449,500
81,90,85,99,95,450,450,500
95,95,97,91,95,473,473,500
87,86,80,84,83,420,420,500
93,87,99,80,90,449,449,500
80,83,82,87,86,418,418,500
92,97,98,94,83,464,464,500
95,81,96,97,85,454,454,500
89,82,92,85,84,432,432,500
83,99,91,82,91,446,446,500
84,94,85,88,85,436,436,500
87,93,85,93,82,440,440,500
83,80,93,89,91,436,436,500
81,96,88,98,84,447,447,500
96,81,95,83,98,453,453,500
89,82,94,86,99,450,450,500
97,98,91,94,80,460,460,500
94,98,95,95,93,475,475,500
98,91,93,87,89,458,458,500
82,84,80,97,85,428,428,500
82,81,85,94,95,437,437,500
80,92,93,80,81,426,426,500
96,91,85,88,84,444,444,500
92,81,88,88,83,432,432,500
94,94,82,88,89,447,447,500
86,96,89,92,81,444,444,500
93,88,82,97,88,448,448,500
94,96,84,89,81,444,444,500
96,96,97,99,92,480,480,500
84,98,93,98,92,465,465,500
81,86,95,91,82,435,435,500
83,84,89,88,89,433,433,500
99,86,81,93,99,458,458,500
82,83,91,95,88,439,439,500
88,85,95,80,80,428,428,500
96,98,85,88,90,457,457,500
95,88,86,97,86,452,452,500
90,81,96,88,89,444,444,500
97,99,85,82,80,443,443,500
81,84,92,86,96,439,439,500
99,93,82,81,81,436,436,500
87,98,85,88,80,438,438,500
92,90,92,86,91,451,451,500
88,91,97,95,81,452,452,500
98,97,93,94,99,481,481,500
87,89,96,82,95,449,449,500
88,90,82,88,99,447,447,500
95,89,89,98,90,461,461,500
87,96,81,92,86,442,442,500
93,97,86,90,97,463,463,500
81,96,89,81,85,432,432,500
93,96,81,89,90,449,449,500
86,94,82,97,94,453,453,500
88,88,82,80,81,419,419,500
80,90,90,95,90,445,445,500
84,93,81,96,85,439,439,500
96,80,80,96,95,447,447,500
99,86,85,87,94,451,451,500
89,92,97,84,81,443,443,500
88,91,95,94,96,464,464,500
96,88,99,97,88,468,468,500
80,90,88,96,84,438,438,500
92,89,85,96,83,445,445,500
97,91,91,90,86,455,455,500
84,81,87,93,99,444,444,500
92,84,91,84,87,438,438,500
80,99,95,84,83,441,441,500
80,98,92,82,99,451,451,500
80,91,84,94,81,430,430,500
94,80,91,92,97,454,454,500
85,88,96,80,86,435,435,500
88,98,80,83,88,437,437,500
96,85,86,89,97,453,453,500
94,86,97,83,96,456,456,500
84,93,86,99,80,442,442,500
80,91,85,83,80,419,419,500
94,88,82,92,87,443,443,500
95,90,89,83,83,440,440,500
92,82,98,94,87,453,453,500
99,92,88,94,85,458,458,500
88,89,89,85,98,449,449,500
90,84,95,81,81,431,431,500
85,94,99,87,99,464,464,500
97,92,88,96,94,467,467,500
90,85,83,92,83,433,433,500
95,81,85,86,84,431,431,500
83,83,82,82,97,427,427,500
91,95,85,95,95,461,461,500
81,98,93,88,93,453,453,500
88,94,87,88,89,446,446,500
86,81,90,91,93,441,441,500
94,92,96,81,96,459,459,500
96,94,84,87,97,458,458,500
98,98,90,87,90,463,463,500
92,89,86,94,93,454,454,500
94,83,86,80,83,426,426,500
92,85,82,80,88,427,427,500
92,88,87,84,83,434,434,500
86,99,97,91,82,455,455,500
87,88,97,87,91,450,450,500
81,83,80,98,81,423,423,500
84,90,92,89,81,436,436,500
90,96,85,94,85,450,450,500
89,97,95,98,83,462,462,500
95,80,86,95,95,451,451,500
84,80,84,94,89,431,431,500
96,96,96,97,80,465,465,500
99,92,81,90,89,451,451,500
81,84,99,89,92,445,445,500
95,87,86,88,90,446,446,500
89,92,90,86,89,446,446,500
91,82,95,97,92,457,457,500
88,90,82,91,86,437,437,500
87,91,95,80,89,442,442,500
85,96,98,93,86,458,458,500
85,80,99,91,81,436,436,500
89,99,92,92,90,462,462,500
97,87,96,82,82,444,444,500
82,81,83,85,98,429,429,500
85,99,98,94,99,475,475,500
97,83,98,90,82,450,450,500
86,86,91,82,85,430,430,500
82,85,91,89,82,429,429,500
97,94,96,97,84,468,468,500
80,96,98,96,84,454,454,500
99,89,93,82,85,448,448,500
97,90,99,99,81,466,466,500
92,99,91,92,86,460,460,500
83,93,83,85,90,434,434,500
94,87,90,95,99,465,465,500
98,87,94,89,89,457,457,500
91,95,99,84,84,453,453,500
90,93,80,94,81,438,438,500
93,88,91,94,91,457,457,500
96,91,93,97,98,475,475,500
84,81,84,89,96,434,434,500
92,99,90,94,81,456,456,500
87,96,86,81,89,439,439,500
86,88,98,88,94,454,454,500
81,86,83,80,92,422,422,500
82,89,88,96,83,438,438,500
80,82,81,82,91,416,416,500
90,89,93,92,81,445,445,500
99,90,97,91,84,461,461,500
80,93,87,97,90,447,447,500
97,92,94,80,87,450,450,500
97,82,87,96,87,449,449,500
87,80,92,99,87,445,445,500
97,81,88,98,89,453,453,500
99,80,89,92,90,450,450,500
96,90,91,92,92,461,461,500
85,82,91,97,99,454,454,500
89,85,84,94,98,450,450,500
93,99,84,90,92,458,458,500
89,90,91,97,98,465,465,500
97,86,92,84,81,440,440,500
81,96,80,95,83,435,435,500
84,82,87,97,80,430,430,500
82,86,91,90,94,443,443,500
85,83,85,99,99,451,451,500
97,93,86,81,90,447,447,500
93,93,80,89,83,438,438,500
89,90,84,90,85,438,438,500
97,89,81,81,98,446,446,500
83,98,92,86,91,450,450,500
84,89,88,84,91,436,436,500
98,96,98,97,96,485,485,500
98,94,88,83,98,461,461,500
99,82,90,97,88,456,456,500
88,87,86,82,98,441,441,500
84,87,84,94,87,436,436,500
81,93,99,96,99,468,468,500
82,99,94,87,94,456,456,500
86,81,93,92,87,439,439,500
97,89,80,84,96,446,446,500
96,92,91,97,90,466,466,500
96,83,82,80,84,425,425,500
85,81,82,99,86,433,433,500
99,95,97,95,86,472,472,500
92,83,91,83,95,444,444,500
83,86,94,96,94,453,453,500
90,98,81,90,96,455,455,500
97,89,97,84,88,455,455,500
97,87,90,87,91,452,452,500
89,84,95,91,92,451,451,500
98,86,93,88,90,455,455,500
91,92,86,80,81,430,430,500
91,98,98,96,80,463,463,500
81,99,93,89,99,461,461,500
85,96,89,81,94,445,445,500
97,83,82,85,86,433,433,500
83,85,82,86,93,429,429,500
98,84,99,97,90,468,468,500
93,87,94,90,89,453,453,500
89,94,81,99,80,443,443,500
96,81,95,90,84,446,446,500
95,90,86,81,98,450,450,500
99,90,99,97,81,466,466,500
94,91,81,81,94,441,441,500
89,88,81,97,83,438,438,500
85,96,80,95,80,436,436,500
88,93,92,93,83,449,449,500
91,97,88,91,96,463,463,500
87,81,98,88,92,446,446,500
89,91,98,91,83,452,452,500
94,88,96,94,99,471,471,500
98,85,82,82,91,438,438,500
95,98,85,98,85,461,461,500
86,93,90,82,84,435,435,500
82,94,83,95,95,449,449,500
94,83,99,83,88,447,447,500
96,85,86,81,80,428,428,500
88,96,89,82,85,440,440,500
93,81,90,83,86,433,433,500
99,80,82,83,80,424,424,500
98,91,99,87,92,467,467,500
86,81,80,87,84,418,418,500
99,97,84,98,80,458,458,500
95,90,93,87,87,452,452,500
86,93,96,84,97,456,456,500
96,84,92,92,91,455,455,500
90,90,81,94,91,446,446,500
97,99,87,95,84,462,462,500
84,84,83,80,94,425,425,500
80,90,98,98,92,458,458,500
85,91,83,86,88,433,433,500
83,84,97,89,97,450,450,500
93,94,90,91,92,460,460,500
94,99,88,85,93,459,459,500
87,96,93,90,94,460,460,500
91,94,81,87,96,449,449,500
99,89,92,92,82,454,454,500
95,98,99,89,97,478,478,500
93,80,97,83,84,437,437,500
92,87,91,99,82,451,451,500
84,92,82,96,89,443,443,500
85,81,98,82,90,436,436,500
88,84,89,90,99,450,450,500
86,82,97,89,91,445,445,500
82,93,86,86,88,435,435,500
91,91,82,84,80,428,428,500
88,88,83,80,96,435,435,500
91,95,93,80,95,454,454,500
89,83,80,84,93,429,429,500
87,89,86,97,98,457,457,500
93,81,83,85,81,423,423,500
85,95,86,82,81,429,429,500
86,92,91,83,83,435,435,500
83,91,83,97,90,444,444,500
89,80,92,95,87,443,443,500
84,84,93,90,89,440,440,500
94,89,97,89,90,459,459,500
96,80,86,90,82,434,434,500
85,99,96,92,92,464,464,500
93,89,84,87,96,449,449,500
83,99,82,82,89,435,435,500
84,82,93,88,91,438,438,500
80,98,91,88,96,453,453,500
84,86,84,85,92,431,431,500
93,92,95,93,90,463,463,500
82,81,94,87,85,429,429,500
90,91,85,84,98,448,448,500
97,85,95,90,83,450,450,500
95,94,81,80,80,430,430,500
88,87,94,82,94,445,445,500
89,98,93,83,81,444,444,500
92,89,88,90,96,455,455,500
92,89,88,87,80,436,436,500
80,95,86,87,94,442,442,500
96,81,96,91,87,451,451,500
83,87,86,80,98,434,434,500
84,87,89,92,84,436,436,500
96,84,86,89,86,441,441,500
84,84,83,80,95,426,426,500
99,97,84,95,97,472,472,500
86,91,82,97,92,448,448,500
94,82,81,95,82,434,434,500
82,90,85,97,85,439,439,500
89,93,90,82,84,438,438,500
86,91,90,94,88,449,449,500
87,96,94,90,88,455,455,500
92,80,96,84,95,447,447,500
88,86,83,89,84,430,430,500
99,80,87,90,91,447,447,500
94,86,88,98,97,463,463,500
86,83,90,83,87,429,429,500
87,96,83,96,91,453,453,500
96,94,92,94,88,464,464,500
86,96,84,99,81,446,446,500
80,96,98,92,82,448,448,500
80,81,81,93,84,419,419,500
82,85,91,85,81,424,424,500
84,83,98,93,81,439,439,500
95,87,93,82,85,442,442,500
85,94,93,85,94,451,451,500
88,85,91,89,86,439,439,500
83,82,93,98,93,449,449,500
94,83,82,98,95,452,452,500
80,85,92,91,83,431,431,500
88,85,88,87,88,436,436,500
95,93,97,84,83,452,452,500
92,93,82,88,87,442,442,500
88,89,92,91,88,448,448,500
84,89,92,90,92,447,447,500
89,83,80,85,95,432,432,500
98,98,90,94,82,462,462,500
98,81,89,99,96,463,463,500
95,83,80,90,86,434,434,500
97,80,80,93,81,431,431,500
94,87,94,97,90,462,462,500
82,86,88,90,95,441,441,500
94,87,96,93,86,456,456,500
93,97,82,97,85,454,454,500
88,84,92,94,97,455,455,500
94,99,92,86,91,462,462,500
94,82,83,85,96,440,440,500
81,84,80,96,87,428,428,500
87,99,91,86,89,452,452,500
89,95,94,84,96,458,458,500
90,87,94,93,89,453,453,500
80,81,87,97,84,429,429,500
97,83,90,85,99,454,454,500
96,97,82,93,95,463,463,500
98,84,88,93,94,457,457,500
94,86,96,82,82,440,440,500
95,99,90,96,85,465,465,500
84,99,94,89,82,448,448,500
87,95,88,89,90,449,449,500
85,85,86,80,94,430,430,500
91,94,83,83,92,443,443,500
94,95,99,84,90,462,462,500
89,80,97,89,95,450,450,500
91,82,89,88,89,439,439,500
93,85,84,80,93,435,435,500
97,93,88,86,85,449,449,500
89,95,94,81,85,444,444,500
96,84,90,90,87,447,447,500
86,93,88,93,91,451,451,500
94,81,94,90,87,446,446,500
93,96,94,91,99,473,473,500
99,89,84,91,95,458,458,500
91,94,92,96,85,458,458,500
93,89,81,93,91,447,447,500
84,86,80,83,85,418,418,500
98,96,87,86,83,450,450,500
93,80,97,80,89,439,439,500
84,97,84,85,93,443,443,500
84,80,98,91,87,440,440,500
81,83,98,83,97,442,442,500
92,88,82,99,85,446,446,500
84,81,89,84,83,421,421,500
83,83,84,80,82,412,412,500
96,80,81,80,84,421,421,500
84,98,95,86,88,451,451,500
92,86,95,98,97,468,468,500
89,97,81,97,89,453,453,500
82,97,90,90,89,448,448,500
85,80,82,84,89,420,420,500
98,89,86,94,80,447,447,500
84,94,85,93,97,453,453,500
95,87,98,84,99,463,463,500
82,95,92,80,86,435,435,500
86,99,84,94,93,456,456,500
91,82,86,99,99,457,457,500
99,97,89,97,85,467,467,500
84,94,88,88,87,441,441,500
89,83,86,83,86,427,427,500
81,84,91,91,84,431,431,500
97,86,92,87,97,459,459,500
84,85,99,94,82,444,444,500
81,81,86,85,88,421,421,500
94,81,87,97,88,447,447,500
99,95,92,91,93,470,470,500
89,93,95,86,91,454,454,500
